timestamp,page_path,interaction_type,scroll_depth_category,request_interval_seconds,user_agent_category,has_favicon_request,requested_robots_txt,pages_per_session,error_rate,tls_version,cipher_suite_count,extension_count,alpn,sni_present,label
2026-06-27T00:51:33.216651,/checkout.html,rapid_request,none,0.16,script,0,0,154,0.31,TLS1.3,9,4,http/1.1,0,bad_bot
2026-06-26T23:29:11.216651,/sitemap.xml,crawler_request,none,1.85,good_bot,1,1,39,0.08,TLS1.3,10,14,h2,1,good_bot
2026-06-27T00:55:53.216651,/phpmyadmin,scanner_request,none,0.4,python,0,0,197,0.37,TLS1.2,3,3,http/1.1,1,scanner
2026-06-26T23:25:21.216651,/contact.html,button_click,high,11.28,normal_browser,1,0,7,0.04,TLS1.3,12,13,h2,1,human
2026-06-26T23:21:35.216651,/about.html,page_view,high,12.43,normal_browser,1,0,8,0.0,TLS1.3,18,13,h2,1,human
2026-06-27T01:31:53.216651,/wp-login.php,scanner_request,none,0.17,python,0,0,89,0.77,TLS1.2,4,6,http/1.1,0,scanner
2026-06-27T00:03:05.216651,/products.html,rapid_request,none,0.31,python,0,0,81,0.25,TLS1.3,4,6,http/1.1,1,bad_bot
2026-06-26T23:25:50.216651,/contact.html,button_click,medium,16.82,normal_browser,1,0,2,0.05,TLS1.3,14,13,h2,1,human
2026-06-26T23:35:14.216651,/products.html,crawler_request,none,2.31,good_bot,0,1,34,0.08,TLS1.3,11,9,http/1.1,1,good_bot
2026-06-27T00:12:57.216651,/products.html,rapid_request,none,0.6,bot,0,0,129,0.3,TLS1.3,8,4,http/1.1,0,bad_bot
2026-06-26T23:19:51.216651,/,button_click,low,8.3,normal_browser,1,0,2,0.01,TLS1.3,18,15,h2,1,human
2026-06-26T23:26:13.216651,/about.html,normal_browsing,low,6.03,normal_browser,1,0,2,0.03,TLS1.3,18,16,h2,1,human
2026-06-27T00:44:01.216651,/checkout.html,rapid_request,none,0.58,script,0,0,106,0.29,TLS1.2,5,7,http/1.1,0,bad_bot
2026-06-27T01:04:23.216651,/checkout.html,rapid_request,none,0.96,python,0,0,177,0.28,TLS1.2,7,3,http/1.1,0,bad_bot
2026-06-27T00:47:17.216651,/wp-login.php,scanner_request,none,0.38,curl,0,0,156,0.75,TLS1.3,3,3,http/1.1,0,scanner
2026-06-26T23:20:33.216651,/products.html,page_view,medium,12.95,normal_browser,1,0,9,0.01,TLS1.3,12,10,h2,1,human
2026-06-26T23:54:47.216651,/robots.txt,crawler_request,none,2.79,good_bot,0,1,15,0.03,TLS1.3,14,9,http/1.1,1,good_bot
2026-06-26T23:19:03.216651,/about.html,page_view,medium,19.28,normal_browser,1,0,7,0.04,TLS1.3,18,16,h2,1,human
2026-06-26T23:55:18.216651,/checkout.html,rapid_request,none,0.67,python,0,0,141,0.18,TLS1.3,8,7,http/1.1,0,bad_bot
2026-06-26T23:29:05.216651,/,normal_browsing,high,4.73,normal_browser,1,0,4,0.03,TLS1.3,13,11,http/1.1,1,human
2026-06-27T00:25:53.216651,/login.html,rapid_request,none,0.6,script,0,0,164,0.25,TLS1.3,5,8,http/1.1,1,bad_bot
2026-06-27T00:13:11.216651,/products.html,rapid_request,none,0.23,python,0,0,114,0.27,TLS1.2,9,8,http/1.1,0,bad_bot
2026-06-27T00:11:53.216651,/login.html,rapid_request,none,0.21,bot,0,0,89,0.17,TLS1.2,5,4,http/1.1,1,bad_bot
2026-06-26T23:59:28.216651,/products.html,rapid_request,none,0.62,script,0,0,162,0.13,TLS1.2,7,7,http/1.1,1,bad_bot
2026-06-26T23:27:29.216651,/,button_click,high,19.53,normal_browser,1,0,7,0.04,TLS1.3,16,11,h2,1,human
2026-06-27T00:56:23.216651,/login.html,rapid_request,none,0.75,script,0,0,105,0.25,TLS1.3,8,7,http/1.1,1,bad_bot
2026-06-27T00:19:01.216651,/wp-login.php,scanner_request,none,0.11,python,0,0,238,0.64,TLS1.2,6,7,http/1.1,0,scanner
2026-06-26T23:24:01.216651,/about.html,page_view,medium,13.08,normal_browser,1,0,2,0.03,TLS1.3,12,13,http/1.1,1,human
2026-06-26T23:43:31.216651,/config,scanner_request,none,0.38,script,0,0,167,0.37,TLS1.2,7,6,http/1.1,1,scanner
2026-06-26T23:21:29.216651,/contact.html,normal_browsing,medium,12.11,normal_browser,1,0,10,0.02,TLS1.3,15,12,http/1.1,1,human
2026-06-26T23:51:13.216651,/checkout.html,rapid_request,none,0.8,script,0,0,178,0.29,TLS1.2,9,6,http/1.1,1,bad_bot
2026-06-26T23:57:45.216651,/robots.txt,crawler_request,none,5.07,good_bot,1,1,14,0.03,TLS1.3,12,12,http/1.1,1,good_bot
2026-06-27T00:18:53.216651,/robots.txt,crawler_request,none,2.94,good_bot,1,1,37,0.04,TLS1.3,15,12,h2,1,good_bot
2026-06-26T23:50:47.216651,/login.html,rapid_request,none,0.7,bot,0,0,92,0.14,TLS1.3,8,3,http/1.1,1,bad_bot
2026-06-26T23:31:46.216651,/wp-login.php,scanner_request,none,0.36,script,0,0,82,0.54,TLS1.2,7,2,http/1.1,0,scanner
2026-06-27T01:35:43.216651,/config,scanner_request,none,0.75,script,0,0,170,0.54,TLS1.3,4,6,http/1.1,1,scanner
2026-06-27T01:31:23.216651,/config,scanner_request,none,0.6,curl,0,0,221,0.36,TLS1.3,8,4,http/1.1,0,scanner
2026-06-26T23:18:21.216651,/contact.html,button_click,high,17.61,normal_browser,1,0,8,0.0,TLS1.3,14,11,h2,1,human
2026-06-27T00:01:03.216651,/sitemap.xml,crawler_request,none,5.44,good_bot,0,1,35,0.08,TLS1.3,11,8,h2,1,good_bot
2026-06-26T23:26:24.216651,/login.html,rapid_request,none,0.31,bot,0,0,87,0.32,TLS1.3,4,4,http/1.1,1,bad_bot
2026-06-27T00:05:05.216651,/wp-login.php,scanner_request,none,0.14,python,0,0,214,0.42,TLS1.3,3,3,http/1.1,1,scanner
2026-06-27T00:32:19.216651,/checkout.html,rapid_request,none,0.11,bot,0,0,101,0.28,TLS1.3,9,8,http/1.1,1,bad_bot
2026-06-26T23:27:30.216651,/login.html,rapid_request,none,0.57,python,0,0,161,0.17,TLS1.3,9,8,http/1.1,1,bad_bot
2026-06-26T23:38:47.216651,/products.html,rapid_request,none,0.43,bot,0,0,72,0.17,TLS1.3,8,4,http/1.1,0,bad_bot
2026-06-27T00:27:47.216651,/checkout.html,rapid_request,none,0.53,python,0,0,95,0.18,TLS1.2,7,5,http/1.1,0,bad_bot
2026-06-26T23:18:05.216651,/,page_view,high,5.81,normal_browser,1,0,3,0.05,TLS1.3,16,11,h2,1,human
2026-06-26T23:51:01.216651,/checkout.html,rapid_request,none,0.17,bot,0,0,95,0.25,TLS1.2,8,5,http/1.1,1,bad_bot
2026-06-26T23:20:55.216651,/,normal_browsing,low,3.81,normal_browser,1,0,7,0.04,TLS1.3,13,12,http/1.1,1,human
2026-06-27T01:07:23.216651,/products.html,rapid_request,none,0.39,bot,0,0,97,0.19,TLS1.2,7,8,http/1.1,1,bad_bot
2026-06-26T23:50:54.216651,/sitemap.xml,crawler_request,none,2.73,good_bot,0,1,33,0.03,TLS1.3,12,12,h2,1,good_bot
2026-06-27T00:21:02.216651,/login.html,rapid_request,none,0.93,script,0,0,99,0.15,TLS1.3,9,8,http/1.1,1,bad_bot
2026-06-26T23:32:03.216651,/config,scanner_request,none,0.65,curl,0,0,232,0.33,TLS1.2,8,4,http/1.1,1,scanner
2026-06-26T23:28:00.216651,/login.html,rapid_request,none,0.17,python,0,0,151,0.34,TLS1.2,7,8,http/1.1,1,bad_bot
2026-06-26T23:20:32.216651,/about.html,normal_browsing,high,7.28,normal_browser,1,0,3,0.03,TLS1.3,12,10,http/1.1,1,human
2026-06-26T23:57:56.216651,/products.html,crawler_request,none,5.14,good_bot,1,1,14,0.08,TLS1.3,10,13,h2,1,good_bot
2026-06-26T23:30:29.216651,/,normal_browsing,high,13.2,normal_browser,1,0,7,0.02,TLS1.3,17,11,h2,1,human
2026-06-27T00:28:38.216651,/admin,scanner_request,none,0.74,curl,0,0,229,0.37,TLS1.2,7,6,http/1.1,0,scanner
2026-06-27T00:20:03.216651,/admin,scanner_request,none,0.74,python,0,0,103,0.51,TLS1.3,4,6,http/1.1,0,scanner
2026-06-26T23:18:09.216651,/contact.html,normal_browsing,high,3.7,normal_browser,1,0,9,0.04,TLS1.3,15,13,http/1.1,1,human
2026-06-26T23:42:29.216651,/products.html,button_click,high,7.98,normal_browser,1,0,6,0.02,TLS1.3,15,14,http/1.1,1,human
2026-06-26T23:34:09.216651,/products.html,rapid_request,none,0.36,bot,0,0,155,0.13,TLS1.2,7,7,http/1.1,1,bad_bot
2026-06-27T00:49:14.216651,/products.html,rapid_request,none,0.91,bot,0,0,166,0.2,TLS1.2,6,7,http/1.1,1,bad_bot
2026-06-26T23:50:58.216651,/products.html,crawler_request,none,2.39,good_bot,0,1,28,0.06,TLS1.3,14,14,http/1.1,1,good_bot
2026-06-27T01:01:23.216651,/login.html,rapid_request,none,0.27,bot,0,0,156,0.22,TLS1.3,8,8,http/1.1,1,bad_bot
2026-06-26T23:31:31.216651,/admin,scanner_request,none,0.71,python,0,0,212,0.59,TLS1.2,5,7,http/1.1,0,scanner
2026-06-27T00:18:25.216651,/.env,scanner_request,none,0.29,curl,0,0,197,0.52,TLS1.3,7,2,http/1.1,0,scanner
2026-06-26T23:44:17.216651,/login.html,rapid_request,none,0.65,python,0,0,140,0.13,TLS1.2,8,7,http/1.1,0,bad_bot
2026-06-27T00:19:23.216651,/wp-login.php,scanner_request,none,0.24,python,0,0,199,0.31,TLS1.3,3,3,http/1.1,1,scanner
2026-06-26T23:22:35.216651,/products.html,crawler_request,none,2.89,good_bot,1,1,24,0.07,TLS1.3,16,14,http/1.1,1,good_bot
2026-06-27T00:33:58.216651,/admin,scanner_request,none,0.49,python,0,0,181,0.78,TLS1.3,8,2,http/1.1,0,scanner
2026-06-26T23:59:50.216651,/phpmyadmin,scanner_request,none,0.37,curl,0,0,230,0.4,TLS1.2,6,7,http/1.1,1,scanner
2026-06-27T00:02:32.216651,/phpmyadmin,scanner_request,none,0.64,python,0,0,80,0.34,TLS1.2,6,7,http/1.1,0,scanner
2026-06-27T00:13:33.216651,/phpmyadmin,scanner_request,none,0.35,curl,0,0,249,0.35,TLS1.2,4,4,http/1.1,1,scanner
2026-06-26T23:22:50.216651,/products.html,crawler_request,none,5.01,good_bot,1,1,34,0.04,TLS1.3,13,8,http/1.1,1,good_bot
2026-06-26T23:36:38.216651,/products.html,normal_browsing,low,15.36,normal_browser,1,0,4,0.03,TLS1.3,12,12,h2,1,human
2026-06-26T23:40:21.216651,/sitemap.xml,crawler_request,none,3.64,good_bot,0,1,35,0.05,TLS1.3,12,14,http/1.1,1,good_bot
2026-06-26T23:33:29.216651,/,normal_browsing,low,18.3,normal_browser,1,0,10,0.05,TLS1.3,17,16,h2,1,human
2026-06-27T00:46:57.216651,/products.html,rapid_request,none,0.13,script,0,0,131,0.12,TLS1.2,9,7,http/1.1,0,bad_bot
2026-06-26T23:30:10.216651,/phpmyadmin,scanner_request,none,0.75,curl,0,0,239,0.51,TLS1.3,3,6,http/1.1,0,scanner
2026-06-27T00:43:13.216651,/checkout.html,rapid_request,none,0.18,script,0,0,100,0.28,TLS1.3,4,7,http/1.1,0,bad_bot
2026-06-26T23:31:11.216651,/,page_view,medium,15.06,normal_browser,1,0,6,0.04,TLS1.3,15,16,h2,1,human
2026-06-26T23:50:01.216651,/products.html,normal_browsing,low,7.77,normal_browser,1,0,10,0.01,TLS1.3,14,13,http/1.1,1,human
2026-06-26T23:58:57.216651,/login.html,rapid_request,none,0.41,script,0,0,108,0.24,TLS1.2,7,3,http/1.1,0,bad_bot
2026-06-26T23:18:41.216651,/,button_click,high,6.91,normal_browser,1,0,4,0.01,TLS1.3,13,15,h2,1,human
2026-06-27T00:03:53.216651,/products.html,rapid_request,none,0.2,python,0,0,114,0.22,TLS1.2,4,8,http/1.1,1,bad_bot
2026-06-26T23:42:43.216651,/robots.txt,crawler_request,none,1.78,good_bot,0,1,27,0.0,TLS1.3,13,10,h2,1,good_bot
2026-06-26T23:30:23.216651,/products.html,normal_browsing,medium,14.23,normal_browser,1,0,6,0.03,TLS1.3,14,11,h2,1,human
2026-06-26T23:45:53.216651,/contact.html,button_click,medium,16.94,normal_browser,1,0,8,0.02,TLS1.3,18,13,h2,1,human
2026-06-27T00:38:03.216651,/config,scanner_request,none,0.75,script,0,0,191,0.4,TLS1.3,6,5,http/1.1,0,scanner
2026-06-27T01:09:21.216651,/phpmyadmin,scanner_request,none,0.44,curl,0,0,195,0.45,TLS1.3,8,6,http/1.1,1,scanner
2026-06-26T23:32:11.216651,/login.html,rapid_request,none,0.15,python,0,0,101,0.31,TLS1.2,4,5,http/1.1,1,bad_bot
2026-06-26T23:27:35.216651,/contact.html,normal_browsing,high,3.34,normal_browser,1,0,4,0.04,TLS1.3,15,15,h2,1,human
2026-06-27T01:12:33.216651,/.env,scanner_request,none,0.17,python,0,0,97,0.37,TLS1.2,4,2,http/1.1,0,scanner
2026-06-27T01:30:29.216651,/admin,scanner_request,none,0.69,curl,0,0,84,0.8,TLS1.3,6,3,http/1.1,0,scanner
2026-06-27T00:05:49.216651,/config,scanner_request,none,0.29,python,0,0,220,0.41,TLS1.2,8,5,http/1.1,0,scanner
2026-06-27T00:09:17.216651,/admin,scanner_request,none,0.24,python,0,0,234,0.42,TLS1.2,8,6,http/1.1,0,scanner
2026-06-26T23:18:22.216651,/,button_click,medium,8.97,normal_browser,1,0,9,0.05,TLS1.3,16,15,http/1.1,1,human
2026-06-26T23:32:21.216651,/contact.html,normal_browsing,medium,11.54,normal_browser,1,0,3,0.03,TLS1.3,17,11,http/1.1,1,human
2026-06-27T00:08:35.216651,/products.html,rapid_request,none,0.2,script,0,0,155,0.25,TLS1.3,8,5,http/1.1,1,bad_bot
2026-06-27T00:08:03.216651,/login.html,rapid_request,none,0.42,bot,0,0,173,0.1,TLS1.2,7,6,http/1.1,1,bad_bot
2026-06-26T23:21:03.216651,/products.html,button_click,medium,5.22,normal_browser,1,0,9,0.01,TLS1.3,16,11,h2,1,human
2026-06-26T23:38:13.216651,/products.html,crawler_request,none,5.34,good_bot,1,1,17,0.05,TLS1.3,11,10,h2,1,good_bot
2026-06-27T00:39:26.216651,/login.html,rapid_request,none,0.46,script,0,0,75,0.22,TLS1.3,5,8,http/1.1,1,bad_bot
2026-06-26T23:41:35.216651,/contact.html,page_view,high,4.79,normal_browser,1,0,8,0.0,TLS1.3,13,16,h2,1,human
2026-06-27T00:10:21.216651,/.env,scanner_request,none,0.52,python,0,0,241,0.4,TLS1.2,8,6,http/1.1,0,scanner
2026-06-26T23:52:18.216651,/products.html,rapid_request,none,0.53,python,0,0,78,0.33,TLS1.2,7,8,http/1.1,1,bad_bot
2026-06-26T23:32:57.216651,/products.html,normal_browsing,low,13.45,normal_browser,1,0,2,0.01,TLS1.3,17,15,http/1.1,1,human
2026-06-26T23:28:33.216651,/,page_view,low,7.1,normal_browser,1,0,8,0.04,TLS1.3,14,12,h2,1,human
2026-06-26T23:58:03.216651,/checkout.html,rapid_request,none,0.59,python,0,0,73,0.13,TLS1.3,6,5,http/1.1,0,bad_bot
2026-06-27T01:34:43.216651,/phpmyadmin,scanner_request,none,0.48,script,0,0,229,0.82,TLS1.2,3,6,http/1.1,1,scanner
2026-06-26T23:24:44.216651,/checkout.html,rapid_request,none,0.11,bot,0,0,167,0.21,TLS1.3,6,5,http/1.1,0,bad_bot
2026-06-27T01:18:01.216651,/config,scanner_request,none,0.61,curl,0,0,219,0.8,TLS1.3,5,2,http/1.1,0,scanner
2026-06-26T23:53:53.216651,/products.html,crawler_request,none,3.49,good_bot,0,1,21,0.02,TLS1.3,16,14,http/1.1,1,good_bot
2026-06-27T00:35:23.216651,/admin,scanner_request,none,0.23,curl,0,0,170,0.52,TLS1.2,5,4,http/1.1,1,scanner
2026-06-27T00:09:37.216651,/admin,scanner_request,none,0.41,python,0,0,102,0.43,TLS1.3,8,7,http/1.1,1,scanner
2026-06-26T23:37:37.216651,/sitemap.xml,crawler_request,none,3.03,good_bot,0,1,15,0.02,TLS1.3,10,12,http/1.1,1,good_bot
2026-06-26T23:18:38.216651,/products.html,button_click,medium,9.79,normal_browser,1,0,7,0.01,TLS1.3,17,16,h2,1,human
2026-06-26T23:25:26.216651,/products.html,normal_browsing,medium,14.33,normal_browser,1,0,5,0.01,TLS1.3,13,11,http/1.1,1,human
2026-06-26T23:46:17.216651,/robots.txt,crawler_request,none,2.28,good_bot,1,1,18,0.06,TLS1.3,12,12,http/1.1,1,good_bot
2026-06-26T23:59:29.216651,/config,scanner_request,none,0.07,curl,0,0,130,0.77,TLS1.2,3,3,http/1.1,1,scanner
2026-06-27T00:42:56.216651,/checkout.html,rapid_request,none,0.82,bot,0,0,139,0.2,TLS1.2,4,7,http/1.1,0,bad_bot
2026-06-26T23:22:50.216651,/about.html,button_click,high,4.35,normal_browser,1,0,9,0.04,TLS1.3,15,15,http/1.1,1,human
2026-06-26T23:26:23.216651,/about.html,button_click,medium,19.97,normal_browser,1,0,10,0.02,TLS1.3,18,16,h2,1,human
2026-06-27T00:52:53.216651,/.env,scanner_request,none,0.25,script,0,0,202,0.55,TLS1.3,4,7,http/1.1,1,scanner
2026-06-27T00:41:26.216651,/login.html,rapid_request,none,0.41,script,0,0,73,0.27,TLS1.3,7,6,http/1.1,1,bad_bot
2026-06-27T01:00:53.216651,/products.html,rapid_request,none,0.14,python,0,0,175,0.12,TLS1.2,7,3,http/1.1,0,bad_bot
2026-06-27T00:51:13.216651,/login.html,rapid_request,none,0.5,script,0,0,166,0.23,TLS1.3,9,5,http/1.1,1,bad_bot
2026-06-26T23:28:23.216651,/contact.html,page_view,medium,11.74,normal_browser,1,0,2,0.05,TLS1.3,16,11,h2,1,human
2026-06-27T00:01:11.216651,/login.html,rapid_request,none,1.0,script,0,0,87,0.16,TLS1.2,6,4,http/1.1,0,bad_bot
2026-06-26T23:28:44.216651,/,normal_browsing,high,12.17,normal_browser,1,0,9,0.04,TLS1.3,13,13,h2,1,human
2026-06-26T23:33:53.216651,/contact.html,normal_browsing,high,3.32,normal_browser,1,0,7,0.04,TLS1.3,15,10,http/1.1,1,human
2026-06-26T23:18:43.216651,/products.html,page_view,medium,13.5,normal_browser,1,0,7,0.01,TLS1.3,14,14,h2,1,human
2026-06-26T23:33:38.216651,/,button_click,low,14.01,normal_browser,1,0,6,0.01,TLS1.3,14,10,h2,1,human
2026-06-27T00:00:13.216651,/login.html,rapid_request,none,0.26,bot,0,0,179,0.12,TLS1.3,6,3,http/1.1,0,bad_bot
2026-06-27T01:21:53.216651,/admin,scanner_request,none,0.67,python,0,0,123,0.5,TLS1.2,8,4,http/1.1,1,scanner
2026-06-26T23:47:11.216651,/products.html,crawler_request,none,5.14,good_bot,0,1,10,0.0,TLS1.3,13,8,http/1.1,1,good_bot
2026-06-27T00:29:29.216651,/admin,scanner_request,none,0.67,python,0,0,206,0.35,TLS1.2,6,5,http/1.1,0,scanner
2026-06-27T00:06:05.216651,/admin,scanner_request,none,0.56,script,0,0,190,0.63,TLS1.3,8,5,http/1.1,0,scanner
2026-06-26T23:45:33.216651,/sitemap.xml,crawler_request,none,3.87,good_bot,0,1,28,0.05,TLS1.3,13,12,http/1.1,1,good_bot
2026-06-26T23:42:47.216651,/products.html,page_view,low,15.42,normal_browser,1,0,10,0.04,TLS1.3,15,15,h2,1,human
2026-06-26T23:23:15.216651,/,normal_browsing,medium,8.13,normal_browser,1,0,4,0.01,TLS1.3,18,15,http/1.1,1,human
2026-06-26T23:22:08.216651,/about.html,button_click,medium,19.7,normal_browser,1,0,4,0.04,TLS1.3,15,10,h2,1,human
2026-06-26T23:50:41.216651,/login.html,rapid_request,none,0.22,bot,0,0,150,0.25,TLS1.2,5,6,http/1.1,0,bad_bot
2026-06-26T23:46:57.216651,/.env,scanner_request,none,0.28,script,0,0,206,0.7,TLS1.3,6,7,http/1.1,0,scanner
2026-06-27T00:30:23.216651,/wp-login.php,scanner_request,none,0.09,python,0,0,130,0.68,TLS1.2,6,3,http/1.1,0,scanner
2026-06-27T00:12:33.216651,/login.html,rapid_request,none,0.49,script,0,0,104,0.24,TLS1.2,6,7,http/1.1,1,bad_bot
2026-06-26T23:50:23.216651,/,page_view,medium,3.91,normal_browser,1,0,7,0.03,TLS1.3,17,11,h2,1,human
2026-06-26T23:50:19.216651,/wp-login.php,scanner_request,none,0.4,script,0,0,111,0.62,TLS1.3,3,2,http/1.1,0,scanner
2026-06-27T01:39:02.216651,/admin,scanner_request,none,0.51,python,0,0,84,0.86,TLS1.2,8,2,http/1.1,0,scanner
2026-06-27T00:35:58.216651,/wp-login.php,scanner_request,none,0.56,script,0,0,109,0.86,TLS1.3,7,4,http/1.1,0,scanner
2026-06-26T23:19:37.216651,/,page_view,high,14.79,normal_browser,1,0,9,0.05,TLS1.3,15,12,h2,1,human
2026-06-26T23:21:41.216651,/contact.html,button_click,medium,3.58,normal_browser,1,0,7,0.05,TLS1.3,15,16,http/1.1,1,human
2026-06-26T23:19:29.216651,/contact.html,page_view,low,18.18,normal_browser,1,0,7,0.03,TLS1.3,18,12,http/1.1,1,human
2026-06-26T23:50:23.216651,/wp-login.php,scanner_request,none,0.24,python,0,0,232,0.56,TLS1.2,3,3,http/1.1,0,scanner
2026-06-27T01:17:21.216651,/.env,scanner_request,none,0.73,script,0,0,112,0.56,TLS1.2,7,2,http/1.1,0,scanner
2026-06-26T23:26:29.216651,/products.html,normal_browsing,medium,7.74,normal_browser,1,0,5,0.01,TLS1.3,14,13,h2,1,human
2026-06-27T00:36:17.216651,/admin,scanner_request,none,0.59,python,0,0,161,0.52,TLS1.3,7,7,http/1.1,0,scanner
2026-06-27T00:13:59.216651,/login.html,rapid_request,none,0.73,script,0,0,75,0.3,TLS1.2,9,6,http/1.1,0,bad_bot
2026-06-27T00:38:53.216651,/checkout.html,rapid_request,none,0.16,bot,0,0,154,0.22,TLS1.2,5,4,http/1.1,0,bad_bot
2026-06-27T01:12:27.216651,/wp-login.php,scanner_request,none,0.56,curl,0,0,98,0.34,TLS1.3,5,5,http/1.1,0,scanner
2026-06-26T23:31:57.216651,/wp-login.php,scanner_request,none,0.41,python,0,0,121,0.7,TLS1.3,7,4,http/1.1,0,scanner
2026-06-26T23:23:21.216651,/sitemap.xml,crawler_request,none,5.78,good_bot,0,1,34,0.08,TLS1.3,16,12,h2,1,good_bot
2026-06-26T23:25:05.216651,/products.html,page_view,high,15.51,normal_browser,1,0,3,0.01,TLS1.3,17,11,h2,1,human
2026-06-27T01:31:13.216651,/.env,scanner_request,none,0.73,python,0,0,187,0.79,TLS1.3,3,6,http/1.1,0,scanner
2026-06-27T00:01:50.216651,/.env,scanner_request,none,0.76,python,0,0,236,0.83,TLS1.2,3,6,http/1.1,0,scanner
2026-06-27T00:01:29.216651,/sitemap.xml,crawler_request,none,5.88,good_bot,1,1,20,0.07,TLS1.3,14,14,http/1.1,1,good_bot
2026-06-26T23:35:32.216651,/sitemap.xml,crawler_request,none,4.86,good_bot,0,1,19,0.04,TLS1.3,15,12,h2,1,good_bot
2026-06-26T23:25:11.216651,/about.html,button_click,medium,19.44,normal_browser,1,0,4,0.02,TLS1.3,18,11,h2,1,human
2026-06-27T00:24:44.216651,/login.html,rapid_request,none,0.35,python,0,0,178,0.29,TLS1.3,4,7,http/1.1,0,bad_bot
2026-06-27T00:07:41.216651,/admin,scanner_request,none,0.13,python,0,0,139,0.7,TLS1.3,4,5,http/1.1,0,scanner
2026-06-27T00:21:11.216651,/login.html,rapid_request,none,0.65,python,0,0,81,0.16,TLS1.3,6,5,http/1.1,1,bad_bot
2026-06-27T00:12:43.216651,/login.html,rapid_request,none,0.5,script,0,0,117,0.18,TLS1.2,6,8,http/1.1,0,bad_bot
2026-06-26T23:24:37.216651,/,button_click,medium,9.38,normal_browser,1,0,5,0.03,TLS1.3,18,16,h2,1,human
2026-06-27T01:00:17.216651,/admin,scanner_request,none,0.29,python,0,0,116,0.56,TLS1.2,7,6,http/1.1,0,scanner
2026-06-26T23:47:08.216651,/checkout.html,rapid_request,none,0.12,script,0,0,158,0.11,TLS1.2,4,8,http/1.1,0,bad_bot
2026-06-26T23:52:08.216651,/checkout.html,rapid_request,none,0.9,python,0,0,73,0.19,TLS1.2,7,7,http/1.1,0,bad_bot
2026-06-27T00:17:17.216651,/products.html,rapid_request,none,0.33,bot,0,0,149,0.13,TLS1.2,8,4,http/1.1,1,bad_bot
2026-06-27T00:12:41.216651,/login.html,rapid_request,none,0.2,bot,0,0,83,0.31,TLS1.2,4,7,http/1.1,1,bad_bot
2026-06-27T00:05:29.216651,/config,scanner_request,none,0.29,script,0,0,110,0.77,TLS1.2,6,7,http/1.1,0,scanner
2026-06-26T23:46:09.216651,/admin,scanner_request,none,0.32,curl,0,0,96,0.55,TLS1.3,5,5,http/1.1,0,scanner
2026-06-26T23:40:09.216651,/,page_view,high,14.24,normal_browser,1,0,10,0.04,TLS1.3,13,10,h2,1,human
2026-06-27T00:08:59.216651,/login.html,rapid_request,none,0.72,script,0,0,146,0.24,TLS1.3,6,3,http/1.1,0,bad_bot
2026-06-26T23:38:03.216651,/,button_click,medium,11.13,normal_browser,1,0,4,0.01,TLS1.3,18,14,h2,1,human
2026-06-27T01:10:14.216651,/wp-login.php,scanner_request,none,0.24,curl,0,0,116,0.59,TLS1.2,8,4,http/1.1,1,scanner
2026-06-26T23:41:58.216651,/sitemap.xml,crawler_request,none,4.74,good_bot,0,1,26,0.01,TLS1.3,10,13,http/1.1,1,good_bot
2026-06-27T00:01:17.216651,/login.html,rapid_request,none,0.61,bot,0,0,152,0.3,TLS1.2,9,8,http/1.1,0,bad_bot
2026-06-27T00:10:47.216651,/login.html,rapid_request,none,0.4,python,0,0,120,0.16,TLS1.3,4,7,http/1.1,0,bad_bot
2026-06-27T00:27:53.216651,/products.html,rapid_request,none,0.91,bot,0,0,140,0.24,TLS1.3,9,7,http/1.1,1,bad_bot
2026-06-27T00:20:25.216651,/phpmyadmin,scanner_request,none,0.61,script,0,0,103,0.51,TLS1.2,8,2,http/1.1,0,scanner
2026-06-26T23:50:47.216651,/phpmyadmin,scanner_request,none,0.7,python,0,0,203,0.41,TLS1.3,6,6,http/1.1,0,scanner
2026-06-26T23:59:29.216651,/products.html,rapid_request,none,0.13,script,0,0,68,0.26,TLS1.2,9,3,http/1.1,0,bad_bot
2026-06-26T23:54:57.216651,/checkout.html,rapid_request,none,0.86,script,0,0,105,0.12,TLS1.2,5,7,http/1.1,0,bad_bot
2026-06-27T00:24:01.216651,/wp-login.php,scanner_request,none,0.36,curl,0,0,102,0.53,TLS1.2,8,5,http/1.1,1,scanner
2026-06-27T00:00:41.216651,/checkout.html,rapid_request,none,0.12,python,0,0,130,0.31,TLS1.2,6,8,http/1.1,0,bad_bot
2026-06-26T23:32:49.216651,/contact.html,normal_browsing,high,7.67,normal_browser,1,0,2,0.04,TLS1.3,12,11,http/1.1,1,human
2026-06-26T23:35:45.216651,/login.html,rapid_request,none,0.22,script,0,0,166,0.25,TLS1.2,6,8,http/1.1,1,bad_bot
2026-06-27T00:38:09.216651,/login.html,rapid_request,none,0.33,script,0,0,137,0.22,TLS1.3,8,5,http/1.1,1,bad_bot
2026-06-27T00:43:53.216651,/checkout.html,rapid_request,none,0.5,python,0,0,178,0.17,TLS1.2,9,4,http/1.1,0,bad_bot
2026-06-26T23:21:45.216651,/products.html,page_view,medium,13.36,normal_browser,1,0,7,0.02,TLS1.3,13,10,h2,1,human
2026-06-27T00:06:47.216651,/products.html,rapid_request,none,0.48,python,0,0,93,0.31,TLS1.2,7,8,http/1.1,1,bad_bot
